Id,Label,modularity_class
0xe50a5145483c22242be79bb231963b21cfd94041,0xe50a5145483c22242be79bb231963b21cfd94041,0
0x781fc3524d4d1737a9bd1f9657a61ecfe25af443,0x781fc3524d4d1737a9bd1f9657a61ecfe25af443,0
0x5bb526afb1d90b40073b7c304bab083fd9957255,0x5bb526afb1d90b40073b7c304bab083fd9957255,0
0x1e426f05b76dfbd78ec9a238118f54c74b7d2a89,0x1e426f05b76dfbd78ec9a238118f54c74b7d2a89,0
0x437911c3f83d5bd0b1340bbd0f0f606625154f30,0x437911c3f83d5bd0b1340bbd0f0f606625154f30,0
0x02535a353d2285fb8ee620db50472d3b08fff560,0x02535a353d2285fb8ee620db50472d3b08fff560,0
0xd4074c1e48e11615fd1cfe8cbe691f5ab944aaa6,0xd4074c1e48e11615fd1cfe8cbe691f5ab944aaa6,0
0xb3a2b86c8695122e059174a7f518fcc21a93fde2,0xb3a2b86c8695122e059174a7f518fcc21a93fde2,0
0xc1f010d9665de963f7f63256f9916b2a5c221e7c,0xc1f010d9665de963f7f63256f9916b2a5c221e7c,0
0x6c530544b8119b2b9d62fa4282c5f891623cce78,0x6c530544b8119b2b9d62fa4282c5f891623cce78,0
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1
0xe2e27b49e405f6c25796167b2500c195f972ebac,0xe2e27b49e405f6c25796167b2500c195f972ebac,0
0x9b2cc63523f46ee5c4a5caa352695c6f0efe795f,0x9b2cc63523f46ee5c4a5caa352695c6f0efe795f,0
0xc5011d30034d89ce827a8125563fdeece1bad00c,0xc5011d30034d89ce827a8125563fdeece1bad00c,0
0x4ea9b08bb9df1b43beef1867efe23aa752afbc95,0x4ea9b08bb9df1b43beef1867efe23aa752afbc95,0
0xb4ff0db9fadc7f771cb1772b947c397a85704fbf,0xb4ff0db9fadc7f771cb1772b947c397a85704fbf,0
0x71147d6dba3f764fda1ea811d509444b09cc1e7b,0x71147d6dba3f764fda1ea811d509444b09cc1e7b,0
0x7c84d7e3829e004a49204d650883697bc7f06748,0x7c84d7e3829e004a49204d650883697bc7f06748,0
0x3007083eaa95497cd6b2b809fb97b6a30bdf53d3,0x3007083eaa95497cd6b2b809fb97b6a30bdf53d3,0
0x0000000000a39bb272e79075ade125fd351887ac,0x0000000000a39bb272e79075ade125fd351887ac,0
0x881d40237659c251811cec9c364ef91dc08d300c,0x881d40237659c251811cec9c364ef91dc08d300c,0
0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,1
0x39da41747a83aee658334415666f3ef92dd0d541,0x39da41747a83aee658334415666f3ef92dd0d541,0
0x27ffec1d8cfd05d69e3f48dc39e9b2dd60ac724a,0x27ffec1d8cfd05d69e3f48dc39e9b2dd60ac724a,0
0x4e962d488412a14aa37eacadcb83f18c7e2271a7,0x4e962d488412a14aa37eacadcb83f18c7e2271a7,0
0xe7d3982e214f9dfd53d23a7f72851a7044072250,0xe7d3982e214f9dfd53d23a7f72851a7044072250,0
0x00000000000001ad428e4906ae43d8f9852d0dd6,0x00000000000001ad428e4906ae43d8f9852d0dd6,0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0
0xc7c962e44316e0c052448a0fdd1da15ea24fa9a9,0xc7c962e44316e0c052448a0fdd1da15ea24fa9a9,0
0xba53c502c92328ec40c36475042b59aba9c4ca03,0xba53c502c92328ec40c36475042b59aba9c4ca03,0
0x282a7d13152b3f51a3e31d46a2ca563f8554d85d,0x282a7d13152b3f51a3e31d46a2ca563f8554d85d,0
0xa41f28031d1165cd45c69e6ab9ba2a8be0201008,0xa41f28031d1165cd45c69e6ab9ba2a8be0201008,0
0x5a202eef5a30ef9495db64667321054b9ce6b185,0x5a202eef5a30ef9495db64667321054b9ce6b185,0
0x20c467db9b9fe0fa39d879b3f23c475582da2fba,0x20c467db9b9fe0fa39d879b3f23c475582da2fba,0
0xbe17d086b8429230de1afff2aebeaa5ddb965f3f,0xbe17d086b8429230de1afff2aebeaa5ddb965f3f,0
0x00000000006c3852cbef3e08e8df289169ede581,0x00000000006c3852cbef3e08e8df289169ede581,0
0xb2ce88ff98591a2db2a2f3f709b48dfb2b9ecb05,0xb2ce88ff98591a2db2a2f3f709b48dfb2b9ecb05,0
0x613cfff45ced7c58f47eabe2308516b75f2e6d46,0x613cfff45ced7c58f47eabe2308516b75f2e6d46,0
0x22f3136ebd7f1e18c954f8015beab8e0c1cefd63,0x22f3136ebd7f1e18c954f8015beab8e0c1cefd63,0
0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0
0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,0
0x1fb5005c9e3044934d52e788ef4723bc4a18f25c,0x1fb5005c9e3044934d52e788ef4723bc4a18f25c,0
0x6131b5fae19ea4f9d964eac0408e4408b66337b5,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,0
0xe61d386319d5c0ba6c673dbd27effc1c536a111a,0xe61d386319d5c0ba6c673dbd27effc1c536a111a,0
0xd999d53ee4e4c60a7a30c2f99a75f813eb978aec,0xd999d53ee4e4c60a7a30c2f99a75f813eb978aec,0
0x53c45ab1069d1b486eba10ecd9a2fa83d8cb7e9d,0x53c45ab1069d1b486eba10ecd9a2fa83d8cb7e9d,0
0x21d197b28bda2aca2433ca400bfa04f7adcd569b,0x21d197b28bda2aca2433ca400bfa04f7adcd569b,0
0xef8e456967122db4c3c160314bde8d2602ad6199,0xef8e456967122db4c3c160314bde8d2602ad6199,0
0x44aad22afbb2606d7828ca1f8f9e5af00e779ae1,0x44aad22afbb2606d7828ca1f8f9e5af00e779ae1,0
0x307432decf73e4f9f9074ffa8dc04b14a6f73410,0x307432decf73e4f9f9074ffa8dc04b14a6f73410,0
0xf1d091cbaa066ca42a25b072e15a4fda9688b00d,0xf1d091cbaa066ca42a25b072e15a4fda9688b00d,0
0x42744aa362230bce288060c02ab6a44884ed0b08,0x42744aa362230bce288060c02ab6a44884ed0b08,0
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,0
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,0
0x286e531f363768fed5e18b468f5b76a9ffc33af5,0x286e531f363768fed5e18b468f5b76a9ffc33af5,0
0x2ef60b8fb7c5ce4e4d545c7b76b7c14d9d3d28ca,0x2ef60b8fb7c5ce4e4d545c7b76b7c14d9d3d28ca,0
0xad8d0de33c43eefe104a279cdb6ae250c12e6214,0xad8d0de33c43eefe104a279cdb6ae250c12e6214,0
0xabea9132b05a70803a4e85094fd0e1800777fbef,0xabea9132b05a70803a4e85094fd0e1800777fbef,0
0x897e648bc35038b1808937990f973c622780c3f4,0x897e648bc35038b1808937990f973c622780c3f4,0
0x7581871e1c11f85ec7f02382632b8574fad11b22,0x7581871e1c11f85ec7f02382632b8574fad11b22,0
0x72b3b26848a30d3d76e5b67959a365b6ad388c49,0x72b3b26848a30d3d76e5b67959a365b6ad388c49,0
0xbe5532cc8891719433dd1f84ba2216c3607a995c,0xbe5532cc8891719433dd1f84ba2216c3607a995c,0
0x3b8c2feb0f4953870f825df64322ec967aa26b8c,0x3b8c2feb0f4953870f825df64322ec967aa26b8c,0
0xdbcfd333629f6b02f150d36e087d48b67bdf43de,0xdbcfd333629f6b02f150d36e087d48b67bdf43de,0
0x1111111254fb6c44bac0bed2854e76f90643097d,0x1111111254fb6c44bac0bed2854e76f90643097d,0
0xf35048be8f5d5d47546ec2b787f660ec1ffc48ac,0xf35048be8f5d5d47546ec2b787f660ec1ffc48ac,0
0xa35923162c49cf95e6bf26623385eb431ad920d3,0xa35923162c49cf95e6bf26623385eb431ad920d3,0
0x5f190f9082878ca141f858c1c90b4c59fe2782c5,0x5f190f9082878ca141f858c1c90b4c59fe2782c5,0
0x6e785f2fdbdc899f8f08cc1517f82a585b44f9c5,0x6e785f2fdbdc899f8f08cc1517f82a585b44f9c5,0
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0
0xe4ebab52aad527c5ee51f218bf10109f4145524c,0xe4ebab52aad527c5ee51f218bf10109f4145524c,0
0x14e645e2bb0e15c87230c6206e2c85b494c4a116,0x14e645e2bb0e15c87230c6206e2c85b494c4a116,0
0xaacc51327ad63e22a63d8e1b2187716182d56dad,0xaacc51327ad63e22a63d8e1b2187716182d56dad,0
0x277f448a4d43318ea626fd224b3bf77295387d68,0x277f448a4d43318ea626fd224b3bf77295387d68,0
0xd1466d7a2e13a47677608f68093c5ea9fe910611,0xd1466d7a2e13a47677608f68093c5ea9fe910611,0
0x4a84cadaba5b2d7df97fb37096e80525c37afa11,0x4a84cadaba5b2d7df97fb37096e80525c37afa11,0
0xb711b181b3de33e18496b6fde1de4b7a19a6e0cd,0xb711b181b3de33e18496b6fde1de4b7a19a6e0cd,0
0xbb6b04a5af1609625989b885193de420493cdd91,0xbb6b04a5af1609625989b885193de420493cdd91,0
0x776b818b0464d499458a7129b758e93146ad15c4,0x776b818b0464d499458a7129b758e93146ad15c4,0
0x000000000000ad05ccc4f10045630fb830b95127,0x000000000000ad05ccc4f10045630fb830b95127,0
0x4d224452801aced8b2f0aebe155379bb5d594381,0x4d224452801aced8b2f0aebe155379bb5d594381,1
0x5f0247564dd6ecfdf4663abf5fdf00379a9861c5,0x5f0247564dd6ecfdf4663abf5fdf00379a9861c5,0
0x4a527d8fc13c5203ab24ba0944f4cb14658d1db6,0x4a527d8fc13c5203ab24ba0944f4cb14658d1db6,0
0x819c1a1568934ee59d9f3c8b9640908556c44140,0x819c1a1568934ee59d9f3c8b9640908556c44140,0
0x64b78325d7495d6d4be92f234fa3f3b8d8964b8b,0x64b78325d7495d6d4be92f234fa3f3b8d8964b8b,0
0x67cc642f32d724724765dbc40472a3d520b9e02a,0x67cc642f32d724724765dbc40472a3d520b9e02a,0
0xc356d06b4f12d999ace3c736b92fa75290af73e8,0xc356d06b4f12d999ace3c736b92fa75290af73e8,0
0x44e94034afce2dd3cd5eb62528f239686fc8f162,0x44e94034afce2dd3cd5eb62528f239686fc8f162,0
